FULLGAME_STRATEGY_V1
ITER	12000
INFOSET	FOLD	CHECK	CALL	BET	RAISE	ALL_IN	VISITS
preflop|seat=0|bucket=90|tc=1|pot=2|n=2|h=rrr	0.0606726043	0.0000000000	0.0208333333	0.0000000000	0.8976607290	0.0208333333	24
preflop|seat=0|bucket=90|tc=1|pot=2|n=2|h=rrrr	0.2201307292	0.0000000000	0.2587587477	0.0000000000	0.2548006610	0.2663098621	12
preflop|seat=0|bucket=91|tc=0|pot=0|n=2|h=c	0.0000000000	0.0283986046	0.0000000000	0.0000000000	0.9601071426	0.0114942529	29
preflop|seat=0|bucket=91|tc=1|pot=0|n=2|h=	0.0373553685	0.0000000000	0.6493446398	0.0000000000	0.3028833250	0.0104166667	48
preflop|seat=0|bucket=91|tc=1|pot=1|n=2|h=cr	0.0811603200	0.0000000000	0.0233422577	0.0000000000	0.8865688508	0.0089285714	28
preflop|seat=0|bucket=91|tc=1|pot=1|n=2|h=crr	0.1463115570	0.0000000000	0.0434782609	0.0000000000	0.7667319212	0.0434782609	23
preflop|seat=0|bucket=91|tc=1|pot=1|n=2|h=r	0.6037911868	0.0000000000	0.1635813975	0.0000000000	0.1426274157	0.0900000000	25
preflop|seat=0|bucket=91|tc=1|pot=1|n=2|h=rr	0.1011874032	0.0000000000	0.7155394941	0.0000000000	0.1063500258	0.0769230769	13
preflop|seat=0|bucket=91|tc=1|pot=2|n=2|h=crrr	0.2542418503	0.0000000000	0.3622922074	0.0000000000	0.3703080476	0.0131578947	19
preflop|seat=0|bucket=91|tc=1|pot=2|n=2|h=rrr	0.3670969995	0.0000000000	0.1280051903	0.0000000000	0.3798978102	0.1250000000	4
preflop|seat=0|bucket=91|tc=1|pot=2|n=2|h=rrrr	0.2364248908	0.0000000000	0.2568106766	0.0000000000	0.2544314968	0.2523329358	7
preflop|seat=0|bucket=92|tc=0|pot=0|n=2|h=c	0.0000000000	0.1761348270	0.0000000000	0.0000000000	0.7801493260	0.0437158470	61
preflop|seat=0|bucket=92|tc=1|pot=0|n=2|h=	0.0879195524	0.0000000000	0.4551275021	0.0000000000	0.4542933710	0.0026595745	94
preflop|seat=0|bucket=92|tc=1|pot=1|n=2|h=cr	0.4906801961	0.0000000000	0.0758254670	0.0000000000	0.4290300513	0.0044642857	56
preflop|seat=0|bucket=92|tc=1|pot=1|n=2|h=crr	0.3185049342	0.0000000000	0.1819943897	0.0000000000	0.4005423428	0.0989583333	48
preflop|seat=0|bucket=92|tc=1|pot=1|n=2|h=r	0.3605644084	0.0000000000	0.0073529412	0.0000000000	0.6247297093	0.0073529412	68
preflop|seat=0|bucket=92|tc=1|pot=1|n=2|h=rr	0.7287986595	0.0000000000	0.0440578089	0.0000000000	0.1812976498	0.0458458818	38
preflop|seat=0|bucket=92|tc=1|pot=2|n=2|h=crrr	0.0947399687	0.0000000000	0.5491665852	0.0000000000	0.3468341869	0.0092592593	27
preflop|seat=0|bucket=92|tc=1|pot=2|n=2|h=rrr	0.3312553177	0.0000000000	0.0074191128	0.0000000000	0.6545688127	0.0067567568	37
preflop|seat=0|bucket=92|tc=1|pot=2|n=2|h=rrrr	0.2487843430	0.0000000000	0.3430129672	0.0000000000	0.3070396981	0.1011629917	15
preflop|seat=0|bucket=93|tc=0|pot=0|n=2|h=c	0.0000000000	0.8961392711	0.0000000000	0.0000000000	0.0825841331	0.0212765957	47
preflop|seat=0|bucket=93|tc=1|pot=0|n=2|h=	0.1675791046	0.0000000000	0.4609266853	0.0000000000	0.3665922493	0.0049019608	51
preflop|seat=0|bucket=93|tc=1|pot=1|n=2|h=cr	0.0083333333	0.0000000000	0.6445424508	0.0000000000	0.3387908826	0.0083333333	30
preflop|seat=0|bucket=93|tc=1|pot=1|n=2|h=crr	0.1961180588	0.0000000000	0.1671789661	0.0000000000	0.3407876771	0.2959152980	9
preflop|seat=0|bucket=93|tc=1|pot=1|n=2|h=r	0.4376413477	0.0000000000	0.1691251611	0.0000000000	0.3582334912	0.0350000000	50
preflop|seat=0|bucket=93|tc=1|pot=1|n=2|h=rr	0.0983467895	0.0000000000	0.1013906995	0.0000000000	0.1392670661	0.6609954449	13
preflop|seat=0|bucket=93|tc=1|pot=2|n=2|h=crrr	0.1260395244	0.0000000000	0.1555483811	0.0000000000	0.1597026551	0.5587094394	15
preflop|seat=0|bucket=93|tc=1|pot=2|n=2|h=rrr	0.3635375772	0.0000000000	0.0238095238	0.0000000000	0.5888433751	0.0238095238	21
preflop|seat=0|bucket=93|tc=1|pot=2|n=2|h=rrrr	0.1500000000	0.0000000000	0.1500000000	0.0000000000	0.1705807210	0.5294192790	5
preflop|seat=0|bucket=94|tc=0|pot=0|n=2|h=c	0.0000000000	0.3515499782	0.0000000000	0.0000000000	0.4920627203	0.1563873014	48
preflop|seat=0|bucket=94|tc=1|pot=0|n=2|h=	0.3367434720	0.0000000000	0.6099965430	0.0000000000	0.0313301604	0.0219298246	57
preflop|seat=0|bucket=94|tc=1|pot=1|n=2|h=cr	0.5779912924	0.0000000000	0.0586900736	0.0000000000	0.3557428764	0.0075757576	33
preflop|seat=0|bucket=94|tc=1|pot=1|n=2|h=crr	0.3161462311	0.0000000000	0.2591775262	0.0000000000	0.3348221845	0.0898540582	16
preflop|seat=0|bucket=94|tc=1|pot=1|n=2|h=r	0.4219128622	0.0000000000	0.0121951220	0.0000000000	0.5536968939	0.0121951220	41
preflop|seat=0|bucket=94|tc=1|pot=1|n=2|h=rr	0.4993773151	0.0000000000	0.0719291030	0.0000000000	0.3870269153	0.0416666667	12
preflop|seat=0|bucket=94|tc=1|pot=2|n=2|h=crrr	0.1770845928	0.0000000000	0.5045230097	0.0000000000	0.3045035086	0.0138888889	18
preflop|seat=0|bucket=94|tc=1|pot=2|n=2|h=rrr	0.2718958670	0.0000000000	0.3440420325	0.0000000000	0.3051147321	0.0789473684	19
preflop|seat=0|bucket=94|tc=1|pot=2|n=2|h=rrrr	0.1875585981	0.0000000000	0.2114068524	0.0000000000	0.2040643025	0.3969702470	6
preflop|seat=0|bucket=95|tc=0|pot=0|n=2|h=c	0.0000000000	0.5063477314	0.0000000000	0.0000000000	0.3964300463	0.0972222222	24
preflop|seat=0|bucket=95|tc=1|pot=0|n=2|h=	0.2565534417	0.0000000000	0.6838084047	0.0000000000	0.0404073844	0.0192307692	26
preflop|seat=0|bucket=95|tc=1|pot=1|n=2|h=cr	0.6203432830	0.0000000000	0.0365401590	0.0000000000	0.3274915580	0.0156250000	16
preflop|seat=0|bucket=95|tc=1|pot=1|n=2|h=crr	0.2724809143	0.0000000000	0.2761854202	0.0000000000	0.2763336655	0.1750000000	10
preflop|seat=0|bucket=95|tc=1|pot=1|n=2|h=r	0.3990701801	0.0000000000	0.0729166667	0.0000000000	0.4550964865	0.0729166667	24
preflop|seat=0|bucket=95|tc=1|pot=1|n=2|h=rr	0.2349206632	0.0000000000	0.0833333333	0.0000000000	0.4289471888	0.2527988146	6
preflop|seat=0|bucket=95|tc=1|pot=2|n=2|h=crrr	0.2383693033	0.0000000000	0.3996825428	0.0000000000	0.3369481539	0.0250000000	10
preflop|seat=0|bucket=95|tc=1|pot=2|n=2|h=rrr	0.1527374512	0.0000000000	0.0731015570	0.0000000000	0.7059791736	0.0681818182	11
preflop|seat=0|bucket=95|tc=1|pot=2|n=2|h=rrrr	0.2500000000	0.0000000000	0.2500000000	0.0000000000	0.2500000000	0.2500000000	1
preflop|seat=0|bucket=96|tc=0|pot=0|n=2|h=c	0.0000000000	0.2572710833	0.0000000000	0.0000000000	0.7354825399	0.0072463768	46
preflop|seat=0|bucket=96|tc=1|pot=0|n=2|h=	0.1691790758	0.0000000000	0.0247181446	0.0000000000	0.7931717451	0.0129310345	58
preflop|seat=0|bucket=96|tc=1|pot=1|n=2|h=cr	0.3214134502	0.0000000000	0.2602444221	0.0000000000	0.3296694603	0.0886726674	17
preflop|seat=0|bucket=96|tc=1|pot=1|n=2|h=crr	0.4592401679	0.0000000000	0.0373354129	0.0000000000	0.4938090346	0.0096153846	26
preflop|seat=0|bucket=96|tc=1|pot=1|n=2|h=r	0.0054347826	0.0000000000	0.9836956522	0.0000000000	0.0054347826	0.0054347826	46
preflop|seat=0|bucket=96|tc=1|pot=1|n=2|h=rr	0.3291365947	0.0000000000	0.4507740839	0.0000000000	0.1923115437	0.0277777778	36
preflop|seat=0|bucket=96|tc=1|pot=2|n=2|h=crrr	0.2527248782	0.0000000000	0.2712092919	0.0000000000	0.2743199711	0.2017458588	7
preflop|seat=0|bucket=96|tc=1|pot=2|n=2|h=rrr	0.1373366625	0.0000000000	0.0277777778	0.0000000000	0.8071077820	0.0277777778	9
preflop|seat=0|bucket=96|tc=1|pot=2|n=2|h=rrrr	0.2514543014	0.0000000000	0.3658611689	0.0000000000	0.3271289742	0.0555555556	9
preflop|seat=0|bucket=97|tc=0|pot=0|n=2|h=c	0.0000000000	0.6846855878	0.0000000000	0.0000000000	0.2509460153	0.0643683969	43
preflop|seat=0|bucket=97|tc=1|pot=0|n=2|h=	0.0047169811	0.0000000000	0.9231052725	0.0000000000	0.0674607652	0.0047169811	53
preflop|seat=0|bucket=97|tc=1|pot=1|n=2|h=cr	0.0400661883	0.0000000000	0.3704448329	0.0000000000	0.5836750253	0.0058139535	43
preflop|seat=0|bucket=97|tc=1|pot=1|n=2|h=crr	0.0312500000	0.0000000000	0.0312500000	0.0000000000	0.9062500000	0.0312500000	16
preflop|seat=0|bucket=97|tc=1|pot=1|n=2|h=r	0.3127911526	0.0000000000	0.3508865678	0.0000000000	0.3254527144	0.0108695652	46
preflop|seat=0|bucket=97|tc=1|pot=1|n=2|h=rr	0.4294031765	0.0000000000	0.1261227741	0.0000000000	0.4166962716	0.0277777778	9
preflop|seat=0|bucket=97|tc=1|pot=2|n=2|h=crrr	0.2417405284	0.0000000000	0.3796827984	0.0000000000	0.3677071080	0.0108695652	23
preflop|seat=0|bucket=97|tc=1|pot=2|n=2|h=rrr	0.0441176471	0.0000000000	0.0441176471	0.0000000000	0.8676470588	0.0441176471	17
preflop|seat=0|bucket=97|tc=1|pot=2|n=2|h=rrrr	0.2411909037	0.0000000000	0.3503144868	0.0000000000	0.3584946095	0.0500000000	5
preflop|seat=0|bucket=98|tc=0|pot=0|n=2|h=c	0.0000000000	0.5456990039	0.0000000000	0.0000000000	0.4141775393	0.0401234568	54
preflop|seat=0|bucket=98|tc=1|pot=0|n=2|h=	0.3242111741	0.0000000000	0.0578069599	0.0000000000	0.6119577696	0.0060240964	83
preflop|seat=0|bucket=98|tc=1|pot=1|n=2|h=cr	0.4318340720	0.0000000000	0.1609471083	0.0000000000	0.3905521530	0.0166666667	30
preflop|seat=0|bucket=98|tc=1|pot=1|n=2|h=crr	0.1461864739	0.0000000000	0.0227272727	0.0000000000	0.8083589806	0.0227272727	22
preflop|seat=0|bucket=98|tc=1|pot=1|n=2|h=r	0.1774804578	0.0000000000	0.0926664876	0.0000000000	0.7245339056	0.0053191489	47
preflop|seat=0|bucket=98|tc=1|pot=1|n=2|h=rr	0.1991906325	0.0000000000	0.0597212104	0.0000000000	0.7196595856	0.0214285714	35
preflop|seat=0|bucket=98|tc=1|pot=2|n=2|h=crrr	0.1471447539	0.0000000000	0.4079992035	0.0000000000	0.4256252734	0.0192307692	13
preflop|seat=0|bucket=98|tc=1|pot=2|n=2|h=rrr	0.4423890609	0.0000000000	0.0431034483	0.0000000000	0.4714040426	0.0431034483	29
preflop|seat=0|bucket=98|tc=1|pot=2|n=2|h=rrrr	0.2382270825	0.0000000000	0.3421072625	0.0000000000	0.3628474732	0.0568181818	22
preflop|seat=0|bucket=99|tc=0|pot=0|n=2|h=c	0.0000000000	0.7675355156	0.0000000000	0.0000000000	0.1991311511	0.0333333333	30
preflop|seat=0|bucket=99|tc=1|pot=0|n=2|h=	0.0054347826	0.0000000000	0.9836956522	0.0000000000	0.0054347826	0.0054347826	46
preflop|seat=0|bucket=99|tc=1|pot=1|n=2|h=cr	0.0062500000	0.0000000000	0.9812500000	0.0000000000	0.0062500000	0.0062500000	40
preflop|seat=0|bucket=99|tc=1|pot=1|n=2|h=crr	0.4170481257	0.0000000000	0.0738204068	0.0000000000	0.4778814675	0.0312500000	8
preflop|seat=0|bucket=99|tc=1|pot=1|n=2|h=r	0.7062885480	0.0000000000	0.0080645161	0.0000000000	0.2775824197	0.0080645161	31
preflop|seat=0|bucket=99|tc=1|pot=1|n=2|h=rr	0.1392675004	0.0000000000	0.1814499925	0.0000000000	0.4829330422	0.1963494648	13
preflop|seat=0|bucket=99|tc=1|pot=2|n=2|h=crrr	0.2589960845	0.0000000000	0.3228548098	0.0000000000	0.2836994155	0.1344496902	8
preflop|seat=0|bucket=99|tc=1|pot=2|n=2|h=rrr	0.2194055773	0.0000000000	0.2233951141	0.0000000000	0.2265498341	0.3306494745	13
preflop|seat=0|bucket=99|tc=1|pot=2|n=2|h=rrrr	0.1809094870	0.0000000000	0.2427535162	0.0000000000	0.2182528539	0.3580841429	9
preflop|seat=0|bucket=9|tc=0|pot=0|n=2|h=c	0.0000000000	0.0144927536	0.0000000000	0.0000000000	0.9128015135	0.0727057329	23
preflop|seat=0|bucket=9|tc=1|pot=0|n=2|h=	0.3439088841	0.0000000000	0.4898835403	0.0000000000	0.1602551946	0.0059523810	42
preflop|seat=0|bucket=9|tc=1|pot=1|n=2|h=cr	0.2283955786	0.0000000000	0.0518877156	0.0000000000	0.6969894331	0.0227272727	22
preflop|seat=0|bucket=9|tc=1|pot=1|n=2|h=crr	0.0178571429	0.0000000000	0.3273809524	0.0000000000	0.3273809524	0.3273809524	14
preflop|seat=0|bucket=9|tc=1|pot=1|n=2|h=r	0.0989332445	0.0000000000	0.8010667555	0.0000000000	0.0500000000	0.0500000000	20
preflop|seat=0|bucket=9|tc=1|pot=1|n=2|h=rr	0.0641251176	0.0000000000	0.4274583096	0.0000000000	0.4042462895	0.1041702834	10
preflop|seat=0|bucket=9|tc=1|pot=2|n=2|h=crrr	0.2602484781	0.0000000000	0.3861908373	0.0000000000	0.3368940179	0.0166666667	15
preflop|seat=0|bucket=9|tc=1|pot=2|n=2|h=rrr	0.1616580150	0.0000000000	0.1669453756	0.0000000000	0.1684170502	0.5029795593	5
preflop|seat=0|bucket=9|tc=1|pot=2|n=2|h=rrrr	0.0833333333	0.0000000000	0.1772763468	0.0000000000	0.0833333333	0.6560569866	3
preflop|seat=1|bucket=0|tc=0|pot=0|n=2|h=c	0.0000000000	0.3557012880	0.0000000000	0.0000000000	0.6104004069	0.0338983051	59
preflop|seat=1|bucket=0|tc=1|pot=0|n=2|h=	0.1867987687	0.0000000000	0.2374602893	0.0000000000	0.5681651844	0.0075757576	66
preflop|seat=1|bucket=0|tc=1|pot=1|n=2|h=cr	0.0402020206	0.0000000000	0.0092916610	0.0000000000	0.9421729851	0.0083333333	30
preflop|seat=1|bucket=0|tc=1|pot=1|n=2|h=crr	0.0625000000	0.0000000000	0.0625000000	0.0000000000	0.7410714286	0.1339285714	28
preflop|seat=1|bucket=0|tc=1|pot=1|n=2|h=r	0.0096153846	0.0000000000	0.8882499758	0.0000000000	0.0096153846	0.0925192550	52
preflop|seat=1|bucket=0|tc=1|pot=1|n=2|h=rr	0.2267429687	0.0000000000	0.0179178814	0.0000000000	0.7406332676	0.0147058824	34
preflop|seat=1|bucket=0|tc=1|pot=2|n=2|h=crrr	0.2547752429	0.0000000000	0.3789936272	0.0000000000	0.3470003606	0.0192307692	13
preflop|seat=1|bucket=0|tc=1|pot=2|n=2|h=rrr	0.2005018280	0.0000000000	0.2263468987	0.0000000000	0.2223140246	0.3508372487	7
preflop|seat=1|bucket=0|tc=1|pot=2|n=2|h=rrrr	0.1188426351	0.0000000000	0.4618054677	0.0000000000	0.4097365125	0.0096153846	26
preflop|seat=1|bucket=100|tc=0|pot=0|n=2|h=c	0.0000000000	0.1950939262	0.0000000000	0.0000000000	0.7632394071	0.0416666667	32
preflop|seat=1|bucket=100|tc=1|pot=0|n=2|h=	0.1883254890	0.0000000000	0.4740561749	0.0000000000	0.3276183361	0.0100000000	50
preflop|seat=1|bucket=100|tc=1|pot=1|n=2|h=cr	0.4970091563	0.0000000000	0.0337422451	0.0000000000	0.3720500228	0.0971985758	29
preflop|seat=1|bucket=100|tc=1|pot=1|n=2|h=crr	0.1948296333	0.0000000000	0.2100360363	0.0000000000	0.2488539097	0.3462804207	23
preflop|seat=1|bucket=100|tc=1|pot=1|n=2|h=r	0.3974587295	0.0000000000	0.1987485808	0.0000000000	0.3145069753	0.0892857143	28
preflop|seat=1|bucket=100|tc=1|pot=1|n=2|h=rr	0.2793096329	0.0000000000	0.2266300052	0.0000000000	0.3104375738	0.1836227880	19
preflop|seat=1|bucket=100|tc=1|pot=2|n=2|h=crrr	0.2747464840	0.0000000000	0.2969265760	0.0000000000	0.2850182359	0.1433087041	13
preflop|seat=1|bucket=100|tc=1|pot=2|n=2|h=rrr	0.4073212931	0.0000000000	0.0869862475	0.0000000000	0.4223591261	0.0833333333	6
preflop|seat=1|bucket=100|tc=1|pot=2|n=2|h=rrrr	0.2339344873	0.0000000000	0.2611247162	0.0000000000	0.2528888490	0.2520519475	9
preflop|seat=1|bucket=101|tc=0|pot=0|n=2|h=c	0.0000000000	0.0891204457	0.0000000000	0.0000000000	0.8957280392	0.0151515152	44
preflop|seat=1|bucket=101|tc=1|pot=0|n=2|h=	0.0185185185	0.0000000000	0.8551370096	0.0000000000	0.1078259534	0.0185185185	54
preflop|seat=1|bucket=101|tc=1|pot=1|n=2|h=cr	0.2613503832	0.0000000000	0.5832763925	0.0000000000	0.1410875100	0.0142857143	35
preflop|seat=1|bucket=101|tc=1|pot=1|n=2|h=crr	0.0833333333	0.0000000000	0.0941565736	0.0000000000	0.6067150320	0.2157950610	33
preflop|seat=1|bucket=101|tc=1|pot=1|n=2|h=r	0.0954136335	0.0000000000	0.5904548932	0.0000000000	0.2985064733	0.0156250000	48
preflop|seat=1|bucket=101|tc=1|pot=1|n=2|h=rr	0.4401968416	0.0000000000	0.3196492435	0.0000000000	0.1009530311	0.1392008838	17
preflop|seat=1|bucket=101|tc=1|pot=2|n=2|h=crrr	0.1608053739	0.0000000000	0.1821061514	0.0000000000	0.1770251153	0.4800633594	10
preflop|seat=1|bucket=101|tc=1|pot=2|n=2|h=rrr	0.0166666667	0.0000000000	0.0166666667	0.0000000000	0.9500000000	0.0166666667	15
preflop|seat=1|bucket=101|tc=1|pot=2|n=2|h=rrrr	0.2393860142	0.0000000000	0.2856918290	0.0000000000	0.2732186810	0.2017034758	10
preflop|seat=1|bucket=102|tc=0|pot=0|n=2|h=c	0.0000000000	0.6028841432	0.0000000000	0.0000000000	0.3762825234	0.0208333333	32
preflop|seat=1|bucket=102|tc=1|pot=0|n=2|h=	0.0279996786	0.0000000000	0.5252282012	0.0000000000	0.4412165646	0.0055555556	45
preflop|seat=1|bucket=102|tc=1|pot=1|n=2|h=cr	0.0388570349	0.0000000000	0.0459825450	0.0000000000	0.8781233831	0.0370370370	27
preflop|seat=1|bucket=102|tc=1|pot=1|n=2|h=crr	0.4221947208	0.0000000000	0.0582790154	0.0000000000	0.4740717183	0.0454545455	11
preflop|seat=1|bucket=102|tc=1|pot=1|n=2|h=r	0.3711197117	0.0000000000	0.3825318669	0.0000000000	0.1927769929	0.0535714286	28
preflop|seat=1|bucket=102|tc=1|pot=1|n=2|h=rr	0.0245763187	0.0000000000	0.5467433226	0.0000000000	0.4161803587	0.0125000000	20
preflop|seat=1|bucket=102|tc=1|pot=2|n=2|h=crrr	0.2892292497	0.0000000000	0.3395597070	0.0000000000	0.3378777100	0.0333333333	15
preflop|seat=1|bucket=102|tc=1|pot=2|n=2|h=rrr	0.1250000000	0.0000000000	0.1250000000	0.0000000000	0.1250000000	0.6250000000	2
preflop|seat=1|bucket=102|tc=1|pot=2|n=2|h=rrrr	0.2262759053	0.0000000000	0.3950696719	0.0000000000	0.3286544228	0.0500000000	10
preflop|seat=1|bucket=103|tc=0|pot=0|n=2|h=c	0.0000000000	0.1177238154	0.0000000000	0.0000000000	0.8748687772	0.0074074074	45
preflop|seat=1|bucket=103|tc=1|pot=0|n=2|h=	0.5017362205	0.0000000000	0.4738091225	0.0000000000	0.0132606272	0.0111940299	67
preflop|seat=1|bucket=103|tc=1|pot=1|n=2|h=cr	0.0932355382	0.0000000000	0.8136904733	0.0000000000	0.0852614884	0.0078125000	32
preflop|seat=1|bucket=103|tc=1|pot=1|n=2|h=crr	0.3047037443	0.0000000000	0.0292821359	0.0000000000	0.6374426913	0.0285714286	35
preflop|seat=1|bucket=103|tc=1|pot=1|n=2|h=r	0.4689437820	0.0000000000	0.1110813276	0.0000000000	0.2638437907	0.1561310998	43
preflop|seat=1|bucket=103|tc=1|pot=1|n=2|h=rr	0.5038388299	0.0000000000	0.0815408570	0.0000000000	0.4007314241	0.0138888889	18
preflop|seat=1|bucket=103|tc=1|pot=2|n=2|h=crrr	0.1961266465	0.0000000000	0.3841426997	0.0000000000	0.3947306538	0.0250000000	10
preflop|seat=1|bucket=103|tc=1|pot=2|n=2|h=rrr	0.1488368973	0.0000000000	0.0312500000	0.0000000000	0.2175811459	0.6023319567	8
preflop|seat=1|bucket=103|tc=1|pot=2|n=2|h=rrrr	0.1056581380	0.0000000000	0.1279463985	0.0000000000	0.1686824602	0.5977130033	5
preflop|seat=1|bucket=104|tc=0|pot=0|n=2|h=c	0.0000000000	0.1718285502	0.0000000000	0.0000000000	0.7911344128	0.0370370370	36
preflop|seat=1|bucket=104|tc=1|pot=0|n=2|h=	0.4907446210	0.0000000000	0.2569622603	0.0000000000	0.2446008110	0.0076923077	65
preflop|seat=1|bucket=104|tc=1|pot=1|n=2|h=cr	0.0454830235	0.0000000000	0.8095732160	0.0000000000	0.1270866177	0.0178571429	28
preflop|seat=1|bucket=104|tc=1|pot=1|n=2|h=crr	0.2179820900	0.0000000000	0.2401689674	0.0000000000	0.4152528133	0.1265961292	28
preflop|seat=1|bucket=104|tc=1|pot=1|n=2|h=r	0.2540721146	0.0000000000	0.0255147990	0.0000000000	0.7025559436	0.0178571429	42
preflop|seat=1|bucket=104|tc=1|pot=1|n=2|h=rr	0.1273135072	0.0000000000	0.0991462615	0.0000000000	0.7110402313	0.0625000000	20
preflop|seat=1|bucket=104|tc=1|pot=2|n=2|h=crrr	0.2472248811	0.0000000000	0.3677151255	0.0000000000	0.3493457076	0.0357142857	7
preflop|seat=1|bucket=104|tc=1|pot=2|n=2|h=rrr	0.2815638623	0.0000000000	0.3558288706	0.0000000000	0.3145303440	0.0480769231	26
preflop|seat=1|bucket=104|tc=1|pot=2|n=2|h=rrrr	0.1850701009	0.0000000000	0.4200045938	0.0000000000	0.3449253053	0.0500000000	15
preflop|seat=1|bucket=105|tc=0|pot=0|n=2|h=c	0.0000000000	0.5964948983	0.0000000000	0.0000000000	0.3970948453	0.0064102564	52
preflop|seat=1|bucket=105|tc=1|pot=0|n=2|h=	0.4551802870	0.0000000000	0.2230854806	0.0000000000	0.3165258991	0.0052083333	96
preflop|seat=1|bucket=105|tc=1|pot=1|n=2|h=cr	0.3952942989	0.0000000000	0.2595633109	0.0000000000	0.3332376282	0.0119047619	42
preflop|seat=1|bucket=105|tc=1|pot=1|n=2|h=crr	0.3472556712	0.0000000000	0.0920174670	0.0000000000	0.5511114772	0.0096153846	26
preflop|seat=1|bucket=105|tc=1|pot=1|n=2|h=r	0.1906080070	0.0000000000	0.2035323719	0.0000000000	0.5572485100	0.0486111111	36
preflop|seat=1|bucket=105|tc=1|pot=1|n=2|h=rr	0.4785114402	0.0000000000	0.2312863920	0.0000000000	0.2766886543	0.0135135135	37
preflop|seat=1|bucket=105|tc=1|pot=2|n=2|h=crrr	0.1125879423	0.0000000000	0.4822170863	0.0000000000	0.3932902095	0.0119047619	21
preflop|seat=1|bucket=105|tc=1|pot=2|n=2|h=rrr	0.1142445172	0.0000000000	0.1955657686	0.0000000000	0.1275350906	0.5626546236	20
preflop|seat=1|bucket=105|tc=1|pot=2|n=2|h=rrrr	0.2125685883	0.0000000000	0.3615828651	0.0000000000	0.3633485466	0.0625000000	16
preflop|seat=1|bucket=106|tc=0|pot=0|n=2|h=c	0.0000000000	0.3333333333	0.0000000000	0.0000000000	0.3333333333	0.3333333333	10
preflop|seat=1|bucket=106|tc=1|pot=0|n=2|h=	0.4088084987	0.0000000000	0.1098417061	0.0000000000	0.4099212238	0.0714285714	14
preflop|seat=1|bucket=106|tc=1|pot=1|n=2|h=cr	0.3632589325	0.0000000000	0.3734636162	0.0000000000	0.1695274513	0.0937500000	8
preflop|seat=1|bucket=106|tc=1|pot=1|n=2|h=crr	0.2500000000	0.0000000000	0.2500000000	0.0000000000	0.2500000000	0.2500000000	4
preflop|seat=1|bucket=106|tc=1|pot=1|n=2|h=r	0.3773774341	0.0000000000	0.4033021681	0.0000000000	0.2000896286	0.0192307692	13
preflop|seat=1|bucket=106|tc=1|pot=1|n=2|h=rr	0.3316054238	0.0000000000	0.3375068792	0.0000000000	0.2594591256	0.0714285714	7
preflop|seat=1|bucket=106|tc=1|pot=2|n=2|h=crrr	0.2728030512	0.0000000000	0.2902441398	0.0000000000	0.3119528089	0.1250000000	4
preflop|seat=1|bucket=106|tc=1|pot=2|n=2|h=rrr	0.2860229311	0.0000000000	0.3165834766	0.0000000000	0.2723935923	0.1250000000	2
preflop|seat=1|bucket=106|tc=1|pot=2|n=2|h=rrrr	0.0833333333	0.0000000000	0.0833333333	0.0000000000	0.2406187464	0.5927145870	3
preflop|seat=1|bucket=107|tc=0|pot=0|n=2|h=c	0.0000000000	0.4429287697	0.0000000000	0.0000000000	0.4884437793	0.0686274510	51
preflop|seat=1|bucket=107|tc=1|pot=0|n=2|h=	0.1605797362	0.0000000000	0.0350219932	0.0000000000	0.8001609824	0.0042372881	59
preflop|seat=1|bucket=107|tc=1|pot=1|n=2|h=cr	0.1778987574	0.0000000000	0.7501482119	0.0000000000	0.0600482688	0.0119047619	21
preflop|seat=1|bucket=107|tc=1|pot=1|n=2|h=crr	0.3567567164	0.0000000000	0.1417200174	0.0000000000	0.4765232662	0.0250000000	20
preflop|seat=1|bucket=107|tc=1|pot=1|n=2|h=r	0.4457146266	0.0000000000	0.1990824566	0.0000000000	0.2933105802	0.0618923366	38
preflop|seat=1|bucket=107|tc=1|pot=1|n=2|h=rr	0.0588493661	0.0000000000	0.0201577893	0.0000000000	0.9067071303	0.0142857143	35
preflop|seat=1|bucket=107|tc=1|pot=2|n=2|h=crrr	0.2628243743	0.0000000000	0.3320955212	0.0000000000	0.3048638666	0.1002162379	14
preflop|seat=1|bucket=107|tc=1|pot=2|n=2|h=rrr	0.0312500000	0.0000000000	0.2824573375	0.0000000000	0.0312500000	0.6550426625	8
preflop|seat=1|bucket=107|tc=1|pot=2|n=2|h=rrrr	0.1968115124	0.0000000000	0.4300350331	0.0000000000	0.3552963116	0.0178571429	28
preflop|seat=1|bucket=108|tc=0|pot=0|n=2|h=c	0.0000000000	0.3284888302	0.0000000000	0.0000000000	0.6298445032	0.0416666667	32
preflop|seat=1|bucket=108|tc=1|pot=0|n=2|h=	0.1128424259	0.0000000000	0.7405209203	0.0000000000	0.1410810982	0.0055555556	45
preflop|seat=1|bucket=108|tc=1|pot=1|n=2|h=cr	0.0092528683	0.0000000000	0.0078125000	0.0000000000	0.9751221317	0.0078125000	32
preflop|seat=1|bucket=108|tc=1|pot=1|n=2|h=crr	0.4178435834	0.0000000000	0.0758513322	0.0000000000	0.4785273066	0.0277777778	18
preflop|seat=1|bucket=108|tc=1|pot=1|n=2|h=r	0.8398321082	0.0000000000	0.0744536061	0.0000000000	0.0428571429	0.0428571429	35
